Date,Amount,Purpose,Campaign Name,Payee Name,cpf_payee_info_address,city_name,state_abbreviation,zip_code,Campaign Type,Race,District Number,,,,
5/15/2015,157.5,Professional Services,Aaron Greco for Denver ,Brandon Tuttle,6200 W 11th Pl ,Lakewood,CO,80214,Candidate,District Councilmember,Council District 7,,,,
5/15/2015,90,Professional Services,Aaron Greco for Denver ,Becca Chavez,67 W Bayaud Ave,Denver,CO,80223,Candidate,District Councilmember,Council District 7,,,,
5/15/2015,750,Professional Services,Aaron Greco for Denver ,Clinton Thomas,6942 E Mexico Ave,Denver,CO,80224,Candidate,District Councilmember,Council District 7,,,,
5/15/2015,360,Professional Services,Aaron Greco for Denver ,Julietta Landeros,2927 W. 119th Ave, Unit 102,Westminster,CO,80234,Candidate,District Councilmember,Council District 7,,,
5/15/2015,172.5,Professional Services,Aaron Greco for Denver ,Curtis Von Feldt,4181 W. Quinn Pl.,Denver,CO,80236,Candidate,District Councilmember,Council District 7,,,,
5/15/2015,56.25,Professional Services,Aaron Greco for Denver ,Brooke Holman,2338 14th St,Boulder,CO,80304,Candidate,District Councilmember,Council District 7,,,,
5/15/2015,626.25,Professional Services,Aaron Greco for Denver ,Aspen Media & Market Research,5505 Central Ave,Boulder,CO,80301,Candidate,District Councilmember,Council District 7,,,,
5/15/2015,157.5,Professional Services,Aaron Greco for Denver ,Derek Ketner,1911 Enfield Ct,Fort Collins,CO,80526,Candidate,District Councilmember,Council District 7,,,,
5/15/2015,146.25,Professional Services,Aaron Greco for Denver ,Jennifer Williams,1303 Bowwood Ct,Loveland,CO,80538,Candidate,District Councilmember,Council District 7,,,,
5/15/2015,90,Professional Services,Aaron Greco for Denver ,John Whitaker,876 Birchwood Dr,Alliance,OH,44601,Candidate,District Councilmember,Council District 7,,,,
5/15/2015,150,Phone Bill ,Fran Coleman for City Council,Verizon Wireless,140 West St,New York,NY,10007,Candidate,District Councilmember,Council District 2,,,,
5/15/2015,40.87,Office Supplies Reimbursement,Committee to Elect Stacie Gilmore,Magen Elenz,1055 Logan Street,Denver,CO,80203,Candidate,District Councilmember,Council District 11,,,,
5/15/2015,1250,Campaign Manager,Committee to Elect Stacie Gilmore,Magen Elenz,1055 Logan Street,Denver,CO,80203,Candidate,District Councilmember,Council District 11,,,,
5/15/2015,202.5,canvassing,Travis Leiker for Denver City Council ,Scott Irvin,3717 S Yampa Way,Aurora,CO,80013,Candidate,District Councilmember,Council District 10,,,,
5/15/2015,3.5,Strategy meeting,Anna Jones For City Council,Aviano Coffee,244 Detroit St,Denver,CO,80206,Candidate,District Councilmember,Council District 10,,,,
5/15/2015,41.56,Strategy meeting,Anna Jones For City Council,Sienna Wine Bar,3422 East 12th Avenue,Denver,CO,80206,Candidate,District Councilmember,Council District 10,,,,
5/16/2014,281.23,Envelopes,Wayne New for City Council,Sunset Printing, LLC,2253 West College Ave,Englewood,CO,80110,Candidate,District Councilmember,Council District 10,,,
5/16/2015,34.53,Office supplies,Friends for Kevin Flynn,OfficeDepot,5136 S Wadsworth Blvd,Littleton,CO,80123,Candidate,District Councilmember,Council District 2,,,,
5/16/2015,750,Consulting,Friends for Kevin Flynn,Jason Muller,5504 S Newcombe St,Littleton,CO,80217,Candidate,District Councilmember,Council District 2,,,,
5/16/2015,76.44,Postage,McGihon for City Council,United States Post Office,3800 Buchtel Blvd,Denver,CO,80210,Candidate,District Councilmember,Council District 7,,,,
5/16/2015,112.69,Fees,McGihon for City Council,Pay Pal,2211 North First Street,San Jose,CA,95131,Candidate,District Councilmember,Council District 7,,,,
5/16/2015,464.78,Accounting services,Mateos Alvarez for District 7, LLC,Dick Hanna,1443 S Lafayette St,Denver,CO,80210,Candidate,District Councilmember,Council District 7,,,
5/17/2013,50.7,Food and Beverage,Albus Brooks for City Council,Jakes Food and Spirits,3800 Walnut,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
5/17/2013,687,Expenses reimbursement for ICSC Conference,Charlie Brown for City Council,Charlie Brown,2181 South Cook Street,Denver,CO,80210,Candidate,District Councilmember,Council District 6,,,,
5/17/2013,1263,Lodging, taxes and tips for ICSC conference,Charlie Brown for City Council,Wynn Hotel,3131 Las Vegas Blvd South,Las Vegas,NV,89109,Candidate,District Councilmember,Council District 6,,,
5/17/2013,293,Airfare to ICSC Conference,Charlie Brown for City Council,Frontier Airlines,7001 Tower Road,Denver,CO,80249,Candidate,District Councilmember,Council District 6,,,,
5/17/2015,5.86,Strategy meeting,Anna Jones For City Council,Daz Bog,1200 Clayton,Denver,CO,80206,Candidate,District Councilmember,Council District 10,,,,
5/18/2012,83.54,Reimbursement ,Hancock for Denver,Kendra Sandoval,4328 Umatilla St.,Denver,CO,80211,Candidate,Mayor,,,,,
5/18/2012,226.75,Cell Phone,Hancock for Denver,Verizon Wireless,7000 Central Ave. SW,Albuquerque,NM,87121,Candidate,Mayor,,,,,
5/18/2012,155.1,catering,Jeanne Robb for City Council,Cherry Creek North BID,299 Milwaukee St, #201,Denver,CO,80206,Candidate,District Councilmember,Council District 10,,,
5/18/2013,100,contibution,Friends of Marcia Johnson,Bluff Lake Nature Center,4755 Paris St. #190,Denver,CO,80239,Candidate,District Councilmember,Council District 5,,,,
5/18/2014,792.2,Computer set-up and parts,Citizens for Jeanne Faatz,Michael Prostman,2675 S Zurich St,Denver,CO,80219,Candidate,District Councilmember,Council District 2,,,,
5/18/2014,24.95,Computer software,Citizens for Jeanne Faatz,Matware Bytes Corp,Internet Purchase,Denver,CO,80219,Candidate,District Councilmember,Council District 2,,,,
5/19/2015,300,Outreach,Sean Bradley for Denver City Council District 11,National Hispanic Voter Education Foundation,5690 DTC Blvd Suite 560 E.,Greenwood Village,CO,80111,Candidate,District Councilmember,Council District 11,,,,
5/19/2015,726.93,Mail Services,Kashmann For Council - Denver District 6,Response Technologies,4105 Holly St #1,Denver,CO,80216,Candidate,District Councilmember,Council District 6,,,,
5/19/2015,3164.49,Mail Services,Aaron Greco for Denver ,Mad Dog Mail,5542 First Coast Highway, Suite 300,Fernandina Beach,FL,32034,Candidate,District Councilmember,Council District 7,,,
5/19/2015,23.63,Office supplies,Friends for Kevin Flynn,OfficeDepot,670 S Wadsworth Blvd ,Lakewood,CO,80226,Candidate,District Councilmember,Council District 2,,,,
5/19/2015,394.67,Printing,Citizens for John Kidd,Tri-Lakes Printing,15706 Jackson Creek Pkwy #120,Monument,CO,80132,Candidate,District Councilmember,Council District 2,,,,
5/19/2015,360,Political Consulting,Citizens for John Kidd,tF|PR,1880 Office Club Pointe,Colorado Springs,CO,80920,Candidate,District Councilmember,Council District 2,,,,
5/19/2015,1.75,Parking,Anna Jones For City Council,Parking,downtown,Denver,CO,80204,Candidate,District Councilmember,Council District 10,,,,
5/19/2015,194,Canvassing,Anna Jones For City Council,Lisa Straehley,1934 Grant St Apt 7,Denver,CO,80203,Candidate,District Councilmember,Council District 10,,,,
5/19/2015,5.54,Strategy meeting,Anna Jones For City Council,St Marks Coffeehouse,2019 E 17th Ave,Denver,CO,80206,Candidate,District Councilmember,Council District 10,,,,
5/19/2015,5,bank fee,Chiari for Denver,Wells Fargo Bank,1700 Lincoln Street,Denver,CO,80203,Candidate,District Councilmember,Council District 10,,,,
5/19/2015,3900,Independent Expenditure - Outreach for Gilmore Campaign,Small Donor Committee for Working Families,Citizen Outreach Matters,800 Pearl St, #1011,Denver,CO,80203,PAC,,,,,
5/20/2013,22,Food and Beverage,Albus Brooks for City Council,Caveau Wine Bar,50 E 17th Ave Pkwy #110,,Denver,CO,80203,Candidate,District Councilmember,Council District 8,,,
5/20/2013,1000,Email Distribution Service,Hancock for Denver,Wired for Change,1700 Connecticut Ave. NW Suite 403,Washington,DC,20009,Candidate,Mayor,,,,,
5/20/2013,1000,Email Distribution Service,Hancock for Denver,Wired for Change,1700 Connecticut Ave. NW Suite 403,Washington,DC,20009,Candidate,Mayor,,,,,
5/20/2014,1000,Campaign Manager,Albus Brooks for City Council,Levi Johnson,3529 Vine,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
5/20/2014,1269,Lodging, taxes, tips for ICSC,Charlie Brown for City Council,Wynn Hotel,3131 Las Vegas Blvd South,Las Vegas,NV,89109,Candidate,District Councilmember,Council District 6,,
5/20/2015,48,Bank Fees,Local 720 Denver Political Committee,Wells Fargo Bank, NA,1050 17TH STREET,Denver,CO,80264,PAC,,,,,
5/20/2015,240,Election night party,Friends for Chris Herndon,Kiko Yamada,2312 Ponderosa Place,Erie,CO,80516,Candidate,District Councilmember,Council District 11,,,,
5/20/2015,71.01,Printer ink,MacKenzie for Council,Walgreen's,801 16th St,Denver,CO,80202,Candidate,District Councilmember,Council District 1,,,,
5/20/2015,122,Lunch with Team,Ortega at Large,Domo Restaurant,1365 Osage St,Denver,CO,80204,Candidate,Council-At-Large,,,,,
5/20/2015,22100,Consulting,Jolon Clark for Denver,Citizen Outreach Matters,800 Pearl St #1011,Denver,CO,80203,Candidate,District Councilmember,Council District 7,,,,
5/20/2015,1500,Advertising,Wayne New for City Council,Outfront,3535 Walnut Street,Denver,CO,80205,Candidate,District Councilmember,Council District 10,,,,
5/20/2015,2984.68,Mailer Expense,Wayne New for City Council,Sunset Printing, LLC,2253 West College Ave,Englewood,CO,80110,Candidate,District Councilmember,Council District 10,,,
5/20/2015,3350,Consulting(deferred fees),Kashmann For Council - Denver District 6,Ben Gelt,861 Humboldt Apt.,Denver,CO,80218,Candidate,District Councilmember,Council District 6,,,,
5/20/2015,132.87,Card Processing Fees,Aaron Greco for Denver ,Democracy Engine,2125 14th Street Northwest,Washington,DC,20009,Candidate,District Councilmember,Council District 7,,,,
5/20/2015,300,Advertising,Rafael Espinoza for District Councilmember,NORTH DENVER TRIBUNE,P.O. BOX 12009,Denver,CO,80212,Candidate,District Councilmember,Council District 1,,,,
5/20/2015,6.86,Coffee,Fran Coleman for City Council,Copperhound Coffee,2137 S Sheridan Blvd,Denver,CO,80227,Candidate,District Councilmember,Council District 2,,,,
5/20/2015,2916.75,Mailer,Friends for Kevin Flynn,C&D Printing,5351 Tennyson St,Denver,CO,80212,Candidate,District Councilmember,Council District 2,,,,
5/20/2015,57.18,Office supplies,Friends for Kevin Flynn,OfficeDepot,5136 S Wadsworth Blvd,Littleton,CO,80123,Candidate,District Councilmember,Council District 2,,,,
5/20/2015,2000,Facebook Ads,Committee to Elect Stacie Gilmore,Revolution Messaging, LLC,1730 Rhode Island Avenue NW, Suite 310,Washington,DC,20036,Candidate,District Councilmember,Council District 11,,
5/20/2015,750.24,Marketing ,Anna Jones For City Council,Facebook,1601 Willow Rd,Menlo Park,CA,94025,Candidate,District Councilmember,Council District 10,,,,
5/20/2015,10,Parking,Anna Jones For City Council,Parking,downtown,Denver,CO,80204,Candidate,District Councilmember,Council District 10,,,,
5/20/2015,10.99,Strategy meeting,Anna Jones For City Council,Daz Bog,1200 Clayton,Denver,CO,80206,Candidate,District Councilmember,Council District 10,,,,
5/20/2015,28,Strategy meeting reimbursement,Anna Jones For City Council,Anna Jones,1428 St Paul St,Denver,CO,80206,Candidate,District Councilmember,Council District 10,,,,
5/20/2015,1000,Campaign Contribution,Small Donor Committee for Working Families,Committee to Elect Stacie Gilmore,PO Box 39205,Denver,CO,80239,PAC,,,,,,
5/21/2013,600,Phone Bill (March-June),Albus Brooks for City Council,Albus Brooks,3651 Vine St,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
5/22/2015,25000,candidate loan repayment,Travis Leiker for Denver City Council ,Travis Leiker,1150 Vine,Denver,CO,80206,Candidate,District Councilmember,Council District 10,,,,
5/22/2015,8.86,Strategy meeting,Anna Jones For City Council,Starbucks,200 Fillmore St,Denver,CO,80206,Candidate,District Councilmember,Council District 10,,,,
5/22/2015,3,Parking,Anna Jones For City Council,Parking,downtown,Denver,CO,80204,Candidate,District Councilmember,Council District 10,,,,
5/22/2015,2,Parking,Anna Jones For City Council,Parking,downtown,Denver,CO,80204,Candidate,District Councilmember,Council District 10,,,,
5/22/2015,5000,GOTV,Chiari for Denver,Citizen Outreach Matters,800 Pearl St #1011,Denver,CO,80203,Candidate,District Councilmember,Council District 10,,,,
5/23/2012,329,Reimbursement for expenses ICSC Conference,Charlie Brown for City Council,Charlie Brown,2181 South Cook Street,Denver,CO,80210,Candidate,District Councilmember,Council District 6,,,,
5/23/2012,98,Reimbursement for Taxi ICSC Conference,Charlie Brown for City Council,Charlie Brown,2181 South Cook Street,Denver,CO,80210,Candidate,District Councilmember,Council District 6,,,,
5/23/2012,978,Lodging for ICSC Conference,Charlie Brown for City Council,Wynn Hotel,3131 Las Vegas Blvd South,Las Vegas,NV,89109,Candidate,District Councilmember,Council District 6,,,,
5/23/2012,500,Donation,Choose Steve.com,Environmental Learning for Kids,6060 Broadway,Denver,CO,80216,Candidate,District Councilmember,Council District 11,,,,
5/23/2014,113,Phone Bill,Albus Brooks for City Council,AT&T ,1001 16th St Mall,Denver,CO,80265,Candidate,District Councilmember,Council District 8,,,,
5/23/2014,1200,Finance Director,Nevitt for Auditor,Derrington Consulting, LLC,536 Downing St,Denver,CO,80218,Candidate,Auditor,,,,
5/23/2014,3000,Contribution,Butler Snow Political Action Committee,Hancock for Denver,P.O. Box 46271,Denver,CO,80201,PAC,,,,,,
5/23/2015,500.14,Event refreshments,Anna Jones For City Council,Sienna Wine Bar,3422 East 12th Avenue,Denver,CO,80206,Candidate,District Councilmember,Council District 10,,,,
5/24/2012,25,Ipad Data,Hancock for Denver,AT&T Corporation,500 North Point,Alpharetta,GA,30005,Candidate,Mayor,,,,,
5/24/2012,4000,Charitable Contribution,Hickenlooper for Mayor,Civic Center Conservancy,1560 Broadway #2250,Denver,CO,80202,Candidate,Mayor,,,,,
5/24/2012,1,Bank Fee,Hickenlooper for Mayor,1st Bank,370 17th Street,Denver,CO,80202,Candidate,Mayor,,,,,
5/24/2012,200,Campaign contribution,Choose Steve.com,Hancock for Mayor,1100 Bannock St.,Denver,CO,80204,Candidate,District Councilmember,Council District 11,,,,
5/24/2013,13.21,Reservation fees,Denver County Republican Central Committee,Black Tie Colorado,1600 S albion St,Denver,CO,80222,PAC,,,,,,
5/24/2013,18,Refreshments for council sub committee meeting,Charlie Brown for City Council,Einstein Brothers Bagels,1213 E. Evans,Denver,CO,80210,Candidate,District Councilmember,Council District 6,,,,
5/24/2013,200,Dancers for St. Pat,Gallagher for Auditor,McTeggart School of Irish Dance,19908 E. Union Dr.,Centennial,CO,80015,Candidate,Auditor,,,,,
5/24/2014,74,Refreshments with constituents,Charlie Brown for City Council,Chinook Tavern,6380 S. Fiddler's Green,Greenwood Village,CO,80110,Candidate,District Councilmember,Council District 6,,,,
5/24/2014,587,Reimburse expenses for ICSC,Charlie Brown for City Council,Charlie Brown,2181 South Cook Street,Denver,CO,80210,Candidate,District Councilmember,Council District 6,,,,
5/24/2014,396.24,Printing,Kniech for Council At-Large,C & D Printing,5351 Tennyson St Unit 1C,Denver,CO,80212,Candidate,Council-At-Large,,,,,
5/25/2012,46000,Loan repayments-total,Linkhart for Mayor,Bennie Linkhart,150 N. Eastern Slope Loop,Tucson,AZ,85748,Candidate,Mayor,,,,,
5/25/2012,600,HD 7 Unity Dinner donation,Elect Chris Martinez,Denver Democrats,574 S. Broadway,Denver,CO,80209,Candidate,District Councilmember,Council District 11,,,,
5/25/2012,59.9,Online Services,Mejia for Mayor,EZ Publishing, Inc.,1215 21st St, Suite B,Sacramento,CA,95814,Candidate,Mayor,,,
5/25/2012,2.6,Internet Media,Mejia for Mayor,Google, Inc.,1600 Amphitheatre Parkway,Mountain View,CA,94043,Candidate,Mayor,,,,
5/25/2014,3000,Contribution Refund,Hancock for Denver,Metro Taxi,5909 E. 38th Ave.,Denver,CO,80207,Candidate,Mayor,,,,,
5/25/2014,43.8,Tee Shirts,Debra for Denver,TeeSpring,3 Davol Square,Providence,RI,29003,Candidate,Clerk & Recorder,,,,,
5/25/2015,27,Email marketing,Halisi Vinson for Denver,MADMIMI0,14455 N. Hayden Rd., Suite 219 ,Scottsdale,AZ,85260,Candidate,District Councilmember,Council District 4,,,
5/25/2015,12,Parking for event,Paul Lopez for Denver,Hyatt Regency Denver at Colorado Convention Center,650 15th St.,Denver,CO,80202,Candidate,District Councilmember,Council District 3,,,,
5/25/2015,1754.17,Mailer Costs,Wayne New for City Council,Sunset Printing, LLC,2253 West College Ave,Englewood,CO,80110,Candidate,District Councilmember,Council District 10,,,
5/25/2015,2984.68,Mailer Costs,Wayne New for City Council,Sunset Printing, LLC,2253 West College Ave,Englewood,CO,80110,Candidate,District Councilmember,Council District 10,,,
5/25/2015,2984.68,Mailer Costs,Wayne New for City Council,Sunset Printing, LLC,2253 West College Ave,Englewood,CO,80110,Candidate,District Councilmember,Council District 10,,,
5/26/2012,2.5,Bank fees,Choose Steve.com,Wells Fargo,1740 Broadway,Denver,CO,80202,Candidate,District Councilmember,Council District 11,,,,
5/26/2014,1225,Contribution Refund,Hancock for Denver,Chad C. McWhinney Trust,2725 Rocky Mountain Ave.,Loveland,CO,80538,Candidate,Mayor,,,,,
5/26/2015,1080.3,Consulting,Albus Brooks for City Council,OnSight Public Affairs,2525 16 st #210,Denver,CO,80211,Candidate,District Councilmember,Council District 8,,,,
5/26/2015,908.38,Event Food & Beverage,Hancock for Denver,Ruth's Chris Steakhouse,707 15th St.,Denver,CO,80202,Candidate,Mayor,,,,,
5/27/2015,43.68,Office Supplies,Nevitt for Auditor,Office Depot,1585 Wynkoop St,Denver,CO,80202,Candidate,Auditor,,,,,
